Chiplet_1,layer 1,1,1
Chiplet_1,layer 2,2,1
Chiplet_1,layer 3,2,1
Chiplet_1,layer 4,3,1
Chiplet_1,layer 5,3,1
Chiplet_1,layer 6,5,1
Chiplet_2,layer 7,16,1
Chiplet_3,layer 8,1,1
